"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Follows,Comments,Saves
18011867510520888,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Should Christians attend gay weddings?

As invitations to summer and fall ceremonies arrive in the mail, do you know how you’d respond if a gay couple in your life invited you to their big day?

If you did attend, what would that unavoidably communicate to the couple? To God? To those who witness your attendance?

Or if you chose not to attend, what would that unavoidably communicate?

How is an invitation to a gay non-Christian wedding different than an invitation to a straight non-Christian wedding?

We’ll explore these questions and more in Equip’s next monthly webinar on Tuesday, May 28th starting at 4 pm Central Time.

Register today and secure your spot at the link in bio!",0,"05/14/2024 08:40",https://www.instagram.com/p/C69EosDxVht/,"IG carousel",,Lifetime,2696,83,14,1,14,15
18000579626550320,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Reminder: recovery is messy

In college and post-grad when Christian leaders shared testimonies about what they used to struggle with and celebrated God's provision, it was often implied (if not directly stated) that they no longer struggled.

I remember internally asking, ""At all?""

""All of the temptation is gone? You never slip up ever? Even a little?""

I never believed it. Do you?

Sometimes I worry that I unintentionally send the same signals.

When I talk about vocational singleness and resisting temptation and calling a sin a sin, I sometimes worry that others assume I've got it all figured out.

Maybe some roll their eyes in disbelief. Others perhaps lower their eyes in shame and worry that they’re the only person still struggling.

So I want to say clearly: I'm still a sinner.

Recovery is messy for everyone, including me. But progress is happening, and imma keep at it. You should too.

I've shared routinely about my sex addiction recovery. A decade ago I went to a flip-phone for a year. I’ve still got restrictions and accountability software on all my devices. 

A decade ago I began going to 12-step meetings. I still regularly attend. A decade ago I started going to therapy to uncover the roots of my lust. I’m still working with my therapist to address my real needs.

And I've made mistakes. As I consistently share when I give my testimony with pastors and churches, I have not always lived up to my commitments.

I don't want to mislead anyone into thinking that coming out on social media as a gay celibate Christian magically flips a switch leading to effortless abstinence.

I deeply regret every mistake I've made. I most regret how my mistakes have enabled others to ignore God's wisdom and bring pain upon themselves.

Thankfully, I’ve made significant progress. Recovery really works! It takes time and effort (and it's not overnight or perfect), but God is faithful to provide greater sobriety.

So if you've struggled with sexual addiction (regardless of your sexual orientation), and your recovery has been messy, please know that you're not alone. [...con’t in comments]",0,"05/16/2024 09:11",https://www.instagram.com/p/C7CRzFvLDlR/,"IG carousel",,Lifetime,2405,326,23,1,35,33
18019435784244003,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Where have I experienced “freedom” in my sexuality?

I recently went on the Head to Heart Podcast with Jenny Marcum, and she opened with a question she asks many of her guests: What has Jesus freed you from?

If I’m honest, hearing the question brought back painful memories.

As a gay Christian committed to historic sex ethics, I’ve often been asked why God hasn’t yet freed me from my same-sex attractions.

Here's my answer:

I’ve been set free from the shame around my same-sex attractions and sexual addiction.
 
For a long time, I thought it was my fault that I was broken in these ways. I believed it was my job to find a way to make these feelings go away, and that if I failed, God wouldn't love me.
 
Thankfully, I have been set free from that belief.
 
Every day, I submit these broken parts of myself to Jesus, ask Him to help me obey His wisdom, and take practical steps advised by mentors.

I’ve also been set free from the idolatry of romance.

Everything around me tells me that I need romance and sex to be a happy and whole person. This message not only comes from secular spaces but also conservative cultural Christianity and Chritian spaces advocating for a revisionist sexual ethic.

Both extremes suggest that if I find the right person, I will no longer experience loneliness, and that a magical romantic connection is the best way to secure a stable family.

But those are lies. The Scriptures don’t support these claims, and neither do stats about relationships.
 
I now see that the idol of romance lies and overpromises, while the Scriptures and the practices of the early Church tell the truth. I don’t need romance or sex, but I do need lifelong, lived-in companionship.

I can find that in vocational singleness within the context of committed, intentional Christian community, just as much as anyone else.
And I’m deeply grateful God has help me find that…

Check out the rest of the podcast at the link in bio!",0,"05/23/2024 09:05",https://www.instagram.com/p/C7USoqhRicH/,"IG carousel",,Lifetime,2178,230,32,1,11,53
18283244500203118,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Couldn’t my singleness just be temporary?

In a recent sermon at Calvary the Hill Church in Seattle I shared about the difference between temporary and vocational singleness, and why we should consider vocational singleness instead of living in limbo. 

Temporary singleness is the default state everyone is born into, whereas vocational singleness is a lifetime vocation of singleness for the sake of doing kingdom work with undivided attention.

Many in temporary singleness are waiting for marriage. Vocational singles, on the other hand, permanently give up the possibility of romance, marriage, sex, and biological children in order to use that availability for kingdom work that parents might struggle to find the time, energy, or financial freedom to do.

Plus, vocational singleness isn’t a call to loneliness. Vocational singles can still enjoy human intimacy in the context of committed, lifetime human family.

To be clear, God still blesses those in temporary singleness, and our churches should too. While God calls most to vocational singleness or Christian marriage, God calls some to walk in temporary singleness for decades or for a lifetime.

But, many in temporary singleness find it difficult to commit to spiritual families or kingdom work because they are waiting for a future marriage.

This struggle can lead to job dissatisfaction, unfulfillment in kingdom work, loneliness, and a sense of waiting for life to start. 

That’s why I encourage anyone walking out temporary singleness to earnestly discern whether God might be calling them to vocational singleness.

Where do we see this distinction in the Scriptures and the early Church?

Listen to the full sermon at the link in bio",0,"05/29/2024 08:22",https://www.instagram.com/p/C7jqgVZxB3m/,"IG carousel",,Lifetime,2363,140,12,2,3,30
18025728128279470,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","grateful for a few slow days in Seattle with a friend after working with a local church

also, i'm still haunted by a pinched nerve on my heel from walking ~8 miles/day (in addition to me going to the gym)

photo cred zach_a_griffin",0,"05/31/2024 09:38",https://www.instagram.com/p/C7o81YyR_Gr/,"IG carousel",,Lifetime,2681,262,4,1,3,3
18045991174782297,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Decades ago, Christians failed to offer gay people a place where they could share their story and find belonging as they faithfully stewarded their enduring same-sex attractions (SSAs).

Instead, churches offered (1) false hope of sexual orientation change (leading to suicidality and loss of faith), (2) taught that merely experiencing SSAs was a sin, (3) policed sexual identity language, (4) barred any with enduring SSAs from ministry, and (5) passed off gays to therapists/ministries instead of learning

In response to this rejection, gay people sought belonging elsewhere, and when they couldn't find it, they attempted to create it for themselves.

Gay Pride is a celebration, reminding gay people that they're valued and accepted. It's also intentionally showy (or even aggressive) to reassure gay people that they'll defend and protect each other.

So how can Christians respond compassionately?

1. Name and confess the sins of past Christians that led many to abandon Jesus and find family elsewhere.

2. When you see something Pride-related, practice asking yourself, ""How is this attempting to reassure gay people they're valued and that they'll be protected?""

3. Ask leaders in your church what they're offering to gay people. How is that similar or different from the false promises and destructive practices of the past?

4. Connect leaders at your church with Equip to get help becoming a place where gay people could thrive according to God's wisdom!

Check out the link in my bio for access to a video seminar about compassionate Christian response to Gay Pride and coming out!",0,"06/01/2024 09:19",https://www.instagram.com/p/C7rfcQ7R2U8/,"IG carousel",,Lifetime,10132,900,246,33,46,282
18066946663538593,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Okay, I got this, like, Hallmark moment, put it on the fridge forever text about my godson.

His mom texted me and said that my godson was asking his parents about babies and who can have them.

Then he asked what marriage was and what a marriage commitment meant. And then he said this:

“I think I’ll need a few years as an adult to decide if I want to be married or if I want to live in a house like Uncle Pieter, I think I would love to live in the house if my little brother could come with me, but I’ll decide that as an adult”

Yall, when I read this I teared up. Like literally. I’m not the sentimental type, but I was pretty overwhelmed.

His parents and I haven’t even started teaching him intentionally about discernment or vocational singleness.

His parents just think he picked this stuff up from attending my lifetime commitments to vocational singleness and the Nashville Family of Brothers.

Honestly, I’ve been a little discouraged lately by how slowly Christian leaders seem to be getting on board with what the Bible has to say about discernment and vocational singleness.

But at least I know that one kid is learning.
My godson is watching.

And I grinned real big when his parents reassured me that I’m at least making a difference with him.

He loves me, he’s noticing the journey God is calling me on, and he thinks it’d be pretty cool if he got to go on the same journey.",92,"06/04/2024 08:34",https://www.instagram.com/reel/C7zIkeTxrWQ/,"IG reel",,Lifetime,2514,223,7,,12,12
18047403040783247,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","grateful for some much-needed rest and connection time with some of the NFOB guys

carribean cruise complete with nightly rounds of ""the game""",0,"06/10/2024 09:27",https://www.instagram.com/p/C8CrhbaR1Yp/,"IG carousel",,Lifetime,2538,246,1,1,1,5
18059924914599910,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Christians, if someone “comes out”during Pride, it doesn’t mean... 

It doesn’t necessarily mean...

1. I've given up on a traditional sexual ethic.

2. I don't believe in God anymore.

3. I'm dating people of the same sex now.

What *can* you assume ""coming out"" means this Pride?

""In some way I'm either non-straight or don't fit neatly into cultural gender norms. Ask me more to learn more!""

When someone comes out publicly, they've likely processed privately for years or decades. 

On average, teens wait five years after internally recognizing same-sex attractions to share with a parent or pastor.

Why do people come out? To be fully known and fully loved.

While a person's sexuality isn't the most important aspect of their personhood, it is meaningful. Until an LGBT+ person shares about this part of their story, they aren't sure where they'll be fully loved when their story is fully known.

Plus, not having to keep one's sexuality a secret anymore can alleviate stress, lead to more genuine friendships, help teens connect with peers of similar experiences, and foster healthier intimacy with God.

So if you're a Christian and one of your friends comes out today, lean in. Ask them to share more about what that means. Ask them what painful experiences have led them to hesitate sharing earlier.

And then listen.

After listening, best next steps will vary depending on how much relationship you have with the person and what role they've invited you to serve in their life.

Learn more at the link in my bio",0,"06/13/2024 08:48",https://www.instagram.com/p/C8KVdCvxxb9/,"IG carousel",,Lifetime,7696,689,94,36,11,138
18008361368574001,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Tired of Rainbow Capitalism?

Here’s why you should still care about this Pride:

Particularly during Pride month, Christians can get tired of the seemingly constant Pride-related ads from Target or Bud Light.

Then if their church starts talking about LGBT+ topics, Christians sometimes throw their hands up in weariness and say,
""Why do we even have to talk about this stuff?!""

First and foremost, Christians should care about LGBT+ people (particularly during pride month) because God made them in His image and deeply cherishes them.

LGBT+ people deserve dignity and community.

Second, Christians should care about LGBT+ people because they’re in our families. At 5-10% of the population, the chances of a family having at least one LGBT+ kid is high. We must learn how to offer them Christ’s love and wisdom.

Third, Christians should care about LGBT+ people because the gospel depends on it.

When non-Christians are surveyed about their hesitancy to get to know Jesus, they consistently report Christian's perceived mistreatment of gay people as their #1 barrier.

Plain and simple, if churches learn to love LGBT+ people better according to God's wisdom, more people will come to know Jesus.

This Pride, lean into loving LGBT+ people (even when you’re weary) to honor their dignity as image bearers, for the sake of our kids, and for the sake of the gospel.",0,"06/20/2024 08:55",https://www.instagram.com/p/C8cXyfXxMsf/,"IG carousel",,Lifetime,9248,642,130,11,47,127
18022825793512950,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","i'm grateful for a few days in chicago with tyler to eat good food, ride in party ubers, and stumble upon cicada art

""steve jobs did not die for this"" -coney island",0,"06/22/2024 09:12",https://www.instagram.com/p/C8hjS32s4Ec/,"IG carousel",,Lifetime,2871,312,5,4,6,3
18054540223656715,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Help churches offer LGBT+ people something more than JUST true

This season, Equip has been sharing stories of LGBT+ people and churches who experienced a disconnect between God's true, good, and beautiful.

Too many of our communities are places where historic sexual ethics don't seem to be leading to undeniably good and beautiful things in the lives of LGBT+ Christians straining to follow God's wisdom.

Something doesn’t fit.

But the solution isn't to abandon what's true. Instead, churches need to do what it takes to embody God's wisdom in ways that make God's good and beautiful accessible to LGBT+ people.

That’s why Equip has been raising $20,000 to empower more churches to offer LGBT+ people something more than JUST true. And thanks to generous supporters, every donation is matched up to $10,000.

Gratefully, people like you have already given $16,500 in regular donations and pledged matches, but we're still $3,500 short.

Would you consider pitching in $500 today or starting a recurring donation of $50/month to help us unlock the remaining matching funds?

Learn more, donate, and get your gift DOUBLED today at the link in bio.",0,"06/26/2024 08:58",https://www.instagram.com/p/C8r02tTRpwl/,"IG carousel",,Lifetime,1203,63,2,1,0,11
18102771043407677,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Myself and another queer Christian leader recently got to spend two days with pastors who are serious about loving trans people.

Their church has realized that their fear of saying or doing the wrong thing when it comes to trans people has meant they've left teens and parents to figure this complex stuff out all on their own.

So the pastors are doing something about it.

They asked Equip to lead them through studying the relevant Scriptures, considering multiple perspectives on the key theological questions, and building consensus.

There were multiple times when we got to a tricky spot in discussion, but instead of letting fear get the best of them, one pastor or another reminded us that this was all about Christ's love for trans people.

Over and over again, they center the dignity of trans people and the demand on the church to love better.

It was super encouraging for us to see pastors care for trans people so deeply, and it filled us with hope for the theological and pastoral work they're doing.

THANK YOU to all of you who've been praying for the work of Equip and support us financially so we can train pastors like these.

Together, we're helping our churches become places where LGBT+ people experience more of God's love and wisdom!",85,"06/28/2024 10:06",https://www.instagram.com/reel/C8xGINCx1Fm/,"IG reel",,Lifetime,2535,148,12,1,1,13
18043849501661806,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","How do you share the gospel with an LGBT+ person?

In the same way you share the gospel with anyone else!

LGBT+ people don’t need a different type of gospel or a different type of Jesus.

Sometimes people respond, ""Well, I guess I honestly don't know how to share the gospel with anyone unless the Holy Spirit has kind of teed me up for an easy home-run.""

There's no best way to share the gospel, but here's what I've noticed:

Honestly, outside of a powerful movement of the Holy Spirit, if their life is comfortable and seemingly fulfilled without knowing Jesus, then it might not be the right timing.

So develop friendship with them such that if they reach a point in life when they're deeply pained or unfulfilled and starting to ask big questions about how to make sense of the world and how to find meaning, you're one of the people in their life that they actually want to bring those questions to.

Then in the meantime, lean into family in the body of Christ and collaborate with Jesus to bring the kingdom to the poor and needy in your city, so your friends actually see Jesus in your life!",83,"04/03/2024 09:46",https://www.instagram.com/reel/C5Tnfpwpjnu/,"IG reel",,Lifetime,3240,170,33,1,8,41
