"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18239558038263252,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","the joys of being a gay celibate Christian daily dependent on Jesus
🆚
other Christians wishing we'd go back to pretending we’re straight",17,"09/01/2024 09:47",https://www.instagram.com/reel/C_YbtMKPNrh/,"IG reel",,Lifetime,12726,302,46,14,45,5969,12
18020912435387690,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Helping churches move from arguing about sex ethics to helping LGBT+ people draw nearer to Jesus and His wisdom

Equip just finished a training with church leaders and parents at a church that's recently emerged from denominational debates about LGBT+ topics.

When the pastor introduced Equip, he said, ""We should have started having these conversations years ago. We didn't. But we're doing it now!""

Like many churches, his church recognizes that arguments about sexual ethics became a distraction from the more important work of actually helping LGBT+ people embrace and thrive according to historic sexual ethics.

At one point the pastor came to tears thinking about the teens and families who had been underserved by their church's fear of speaking up about Christ's love and wisdom for queer people.

LGBT+ people didn't know whether it was a safe place to share their story. Parents didn't have the training they needed to lead their kids in age-appropriate conversation. No one considering longterm singleness felt honored or knew how to find stable community.

""But I think today was a watershed moment,"" the pastor said as he closed us in prayer. ""For the first time in awhile I feel hope about this area of ministry in our church, because we don't have to figure it out alone anymore. Now we've got Equip.""

If you're a church that knows you need to step into these conversations to better support teens and families in your community, but you need help knowing which steps to take and how, I'd love to connect with you about the work of Equip!

And if you've been praying for the work of Equip and supporting us financially, this is what your support is making possible :)

We're helping churches become places where LGBT+ people can draw even closer to Jesus and thrive according to His wisdom.

THANK YOU!",88,"08/30/2024 10:05",https://www.instagram.com/reel/C_TT8MivLi8/,"IG reel",,Lifetime,3772,93,5,4,15,1882,1
17878287705129440,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","What if God preferred for you to commit to long-term singleness? Would you accept his calling?

“Christians have historically understood the Bible to teach that God has a preference for whether each of us steps into vocational singleness or Christian marriage.

God wants us to ask Him which gift He wants to give us, and He wants us to trust Him, even if He seems to be calling us to the one we don't prefer. He wants us to give Him time and space to show us why His preference is best for us.

Jesus says in Matthew 19 that only those who've been called to Christian marriage will be willing to accept His teachings about Christian marriage. Later in verse 12, Jesus says that only those who've been called to vocational singleness will be willing to accept His teachings about vocational singleness.

Then in 1 Corinthians 7:7, Paul says that he wishes all were like him—all were called to vocational singleness—but God has given each his own gift. God will call some to vocational singleness and God will call others to Christian marriage.
But it’s not just a calling. It’s a lifetime calling…”

Watch the rest of the teaching on vocational singleness at the link in bio",40,"08/22/2024 09:56",https://www.instagram.com/reel/C--swMCpljJ/,"IG reel",,Lifetime,3869,112,11,1,25,2135,1
18146296534331986,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","What’s wrong with porn, anyway?

A few months ago someone online accused me of sex-shaming and asked, “What’s so wrong with watching pornography, anyway?”

I knew the Sunday school answer, but this person was marginally Christian and genuinely seeking a convincing rationale.

Maybe you’re a parent of a teen who’s asked the same question, a spouse of someone using pornography, or a teen wrestling with how “normal” porn seems to be among some of your friends.

So, why should Christians resist temptations to view pornography?

Because it hurts the human on the other side of the screen, it hurts the viewer, and it hurts God.

The people in pornographic images bear God’s image and should be treated with dignity, including being asked for consent. 

Viewing pornography uses the performer’s body and their image of God without permission, turning them into objects for consumption.

Moreover, viewing pornography enables sex slavery. Many actors are trapped in sex slavery, and each video click gives the sex slavers site traffic and the ability to profit from ads on their page (even if the porn is “free” to the viewer).

If that isn’t reason enough, using pornography hurts the viewer and hurts God.

God’s wisdom isn’t arbitrary. His Scriptures are warning us to stay away from things that will harm us.

Everything about this world is broken, including our sexualities and our desires. Thankfully, God looked at the world, noticed what would bring us or others harm, and warned us in His Scriptures to avoid harmful things.

“All sin is fun for a season,” as they say, but eventually repeated pornography use will harm the viewer, often in the form of addiction.

75% of young adult men and women view pornography at least once a month. Different estimate find that between 20-30% of men are addicted to porn.

Porn addiction leads to the need for more extreme content, impairs decision-making, and warps our view of others. It can damage healthy sexual intimacy and numb our ability to connect with God and others.

And last but not least, viewing pornography hurts God. When we choose to do sexual things that harm ourselves (or another) and disobey God’s wisdom, we sin.

(Contd. below)",10,"08/20/2024 08:50",https://www.instagram.com/reel/C-5bbAvxPys/,"IG reel",,Lifetime,5044,118,4,9,17,2181,3
18056165122731832,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","we're not like other christians. very biblical. very winsome.

how christians can share about christ's love and wisdom for trans people in a demure way

#verydemure #genderincongruence #genderdysphoria #trans #transgender #genderethics #lgbtqinchrist #pronouns #transition #transgendersupport #transgenderawareness #transgendercommunity",63,"08/16/2024 08:55",https://www.instagram.com/reel/C-vI7EwR7dy/,"IG reel",,Lifetime,5509,163,27,11,48,2765,
18032488235479876,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Ever woken up with a moral hangover? Here's how I chased after earnest confession while on a cold morning run.

In my latest article in Anglican Compass, I recount a time years ago when I recited the common confession after a moral failure and wrestled with whether I meant the memorized words:

""I woke up with a moral hangover. 

I tried to fall back asleep to avoid the guilt and shame swirling in my heart, but I was restless. So I forced myself to throw on some running clothes and step out the door. It was cold. Fitting, I thought.

Running tends to help get me mentally and emotionally unstuck, so I hoped it'd do the trick once again. After five minutes of chaotic inner dialogue, I tried to make some progress.

Maybe I should pray and confess to God. That'll make things better, right? Maybe that will bring some relief. I don't really know what to say. 

So I launched into the common confession that millions of Christians around the world use every week:

Most merciful God, I confess that I have sinned against you in thought, word, and deed, by what I have done, and by what I have left undone. I have not loved you with my whole heart; I have not loved my neighbors as myself. I am truly sorry and I humbly repent. For the sake of your Son Jesus Christ, have mercy on me and forgive me; that I may delight in your will, and walk in your ways, to the glory of your Name. Amen.

I waited, hoping a flood of relief would rush in. But nothing seemed to change. So I tried to dig deeper.

What's really going on in there? Inside me?

Well, if I'm being honest, I feel myself resisting confession because...""

Later the article picks back up:

""...At this point in past moral hangovers, I would just shame myself about resisting confession, beat myself up a little bit more, repeat the common confession a few more times, and do my best to move on. But this time, I leaned in...""

Read the rest of the article at the link in bio",0,"08/13/2024 09:34",https://www.instagram.com/p/C-nfKjuvJRw/,"IG carousel",,Lifetime,6455,68,1,11,16,2164,
18144700609335207,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Pastors and Christian leaders often ask me what seems like a bit of a sensationalist “what if” question:

They ask, “What if a same-sex married couple with kids starts coming to your church, all of them become Christians, and the couple both become convinced of historic sexual ethics? What do they do next?”

As much as you might think this is a fantasy scenario question that seminary students get excited about debating, these circumstances actually come up in churches more often than you’d think.

Here’s how I respond to pastors:

“There isn’t a one-size-fits-all answer to this one. So first, I suggest you pray and discern together and ask the Holy Spirit for wisdom and tenderness. I can share with you what I’ve noticed works for some couples. I’ve actually witnessed a good number of same-sex female couple with kids in this exact situation.

On their own, they come to know Jesus and become convinced of historic sexual ethics. As a result, on their own, they became convinced that they were never married in the eyes of God, and that any future romance or sex would be a sin. But they also don’t believe that raising their kids separately, halfway across the country, is the best way to care for their kids either.

So they choose to recognize to themselves, their kids, and their church that they are not married. They ceased sharing a bed or any romance or sex. But then they chose to continue doing life together as sisters. They raise the kids together in the same house. They continue to be legally married for the financial benefits. And they invite some of their siblings in Christ to hold them accountable to refraining from romance or sex.

Now, again, I’m not offering this as a one-size-fits-all solution.

I want to underscore that this has usually only worked out when the couple arrived at these conclusions on their own. When the holy spirit guided them to these convictions. This rarely works out when a pastor or leader is trying to twist someone’s arm into arriving at this.",164,"08/08/2024 09:28",https://www.instagram.com/reel/C-amIfmPFpS/,"IG reel",,Lifetime,5241,179,19,19,23,2261,3
18444494890013293,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Is internalized homophobia holding you back?

People on the left who disagree with gay Christians like me (who hold a historic sexual ethic) often accuse us of internalized homophobia.

While they intend to discredit our beliefs with this accusation—suggesting we're only committed to God's wisdom because of deep-seated shame, they're right (in part).

I've definitely been haunted by internalized homophobia, although it's not why I became convinced of historic sexual ethics or still hold those convictions.

Internalized homophobia is when a person (particularly a gay person) comes to personally believe the negative ideas about gay people they've heard from others (media, neighbors, etc.).

I grew up hearing a horrible stereotype of gay people: that all gay people went to group sex parties, had AIDS, were addicted to drugs, and hated God.

That stereotype eventually taught me to hate myself, because I came to believe that God would only tolerate me if I loathed myself.

It’s a twisted and destructive form of shame. The Enemy used homophobia around me to trick me into believing that if I hated myself enough, my attractions could be eliminated or mastered.

Or if I couldn't get rid of my attractions and kept making mistakes, at least I could show God how much I despised myself. Perhaps with enough self-disgust, God might forgive me and tolerate me.

Unfortunately, this internalized homophobia can linger for decades. For many in the closet, it leads to hatred of anything related to pride, anything feminine, and anything associated with homosexuality. 

It took years to root this out with my therapist's help.

A breakthrough moment came when I finally noticed how unfairly ""those gay people over there"" were treated. I yearned for God to wrap his arms around those hurting and make things right. Then a switch flipped.

I realized that if I saw other people that way and guessed that God's heart broke for them too, then God must have just as much compassion for me. He knows it's not my fault. And I can give myself grace too…[con’t in comments]",0,"08/06/2024 09:28",https://www.instagram.com/p/C-Vc7w9RVKz/,"IG carousel",,Lifetime,7811,228,15,6,74,2776,2
18018894209176575,17841415038692451,pieterlvalk,"Pieter L Valk, LPC",,0,"08/02/2024 12:43",https://www.instagram.com/p/C-LgB12xDmC/,"IG image",,Lifetime,6921,311,20,25,24,4340,
18266760604240327,17841415038692451,pieterlvalk,"Pieter L Valk, LPC",,0,"08/02/2024 12:04",https://www.instagram.com/p/C-Lbl0oRf2f/,"IG image",,Lifetime,6096,248,22,13,14,3834,
17860275756199364,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","grateful for sea turtles and sunshine with a bestie, hours of reading, and eating a mountain of oreos despite the scary mexican nutritional warnings",0,"08/01/2024 09:07",https://www.instagram.com/p/C-IifUcRupQ/,"IG carousel",,Lifetime,5471,365,3,9,3,2888,
18455036593025263,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","UPDATE: According to your responses…

I wanted to check back in with yall about what I learned from my polls on Insta, FB, Twitter, and Threads re: the differences between bisexuality vs. pansexuality.

Interestingly, a good number of people said they basically mean the same thing but younger people use ""pan"". Another cluster of people said that ""pan"" means different things to different people and can't be defined.

Among those who identify as pansexual and responded to my polls...
- 70% said they're attracted to people regardless of their gender identity/expression or physical characteristics associated with biological sex
- 65% said that they have chosen culturally/philosophically to be open to falling in love with anyone (as opposed to it being an unavoidable/inherent sexual orientation)
- 85% said that they weren't open to dating trans people
- 80% of respondents were females (assigned at birth)

As a gay person who has had to argue for decades that I didn't chose my sexual orientation, I found it interesting that most respondents said they chose to be pansexual (as opposed to it being an unavoidable/inherent sexual orientation).

I was also surprised that while most defined their pansexuality as an openness to falling in love with people regardless of gender or biosex characteristics, most weren't open to dating trans people.

This was a small sample size, so I don't pretend that these polls speak for all pan-identifying people. But I thought it was interesting how the aggregate responses from actual pan people differed from how the internet seemed to define pansexuality.

Ohh, and I polled people who aren't pansexual about whether they're primarily attracted to gender identity/expression, physical characteristics associated with biological sex, or both. Everyone said they considered biosex characteristics, and 65% said they aren't meaningfully attracted to gender identity/expression.",0,"07/30/2024 09:35",https://www.instagram.com/p/C-DcFupMYyt/,"IG carousel",,Lifetime,5542,90,1,14,11,2421,
18009171431320986,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Do any of your friends identify as pansexual?

Over the past year, I've increasingly noticed teens, celebrities, and some Christians identifying as pan or pansexual. I've read the internet definitions, and as someone who teaches about sexuality for a living I'm supposed to know what it means to be pan, with precision.

But I'm gonna be honest. I feel a little lost.

So instead of teaching, I come to you today to learn!

In particular, I'm hoping that people who identify as pan would be willing to comment or direct message me about the following questions distinguishing pansexuality from bisexuality:

1. If, like many pan people, you would say that you're attracted to people regardless of gender/biosex, could you clarify which of those it is? Could you clarify whether you don't consider gender, you don't consider biosex, or you don't consider either?

2. To what extent do you experience inherent physical/sexual attractions to both males and females similar to bisexual people versus experiencing meaningfully more inherent physical/sexual attractions to one more than the other but choose to be open to all?

3. To what extent is your pansexuality different from being bisexual because you are generally open to dating trans people where as you generally assume that bisexual people are not open to dating trans people?

4. I've heard that (for some) pansexuality differs from bisexuality in that bi people generally can't help but be attracted to both males and females in some meaningful way, where as pan people (regardless of inherent physical/sexual attractions) are choosing culturally/philosophically to be open to falling in love with anyone without considering gender/biosex. Does that fit for you?

To be clear, I know there's overlap between all of these. I'm particularly looking for help identifying where the differences are between bisexuality and pansexuality, more often than not…[con’t in comments]",0,"07/25/2024 08:58",https://www.instagram.com/p/C92f-0FRa7J/,"IG carousel",,Lifetime,10034,161,3,23,29,4105,1
18316662835146751,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","How Inside Out 2 resurfaced my closet trauma

I recently wrote for Christ and Pop Culture about my experience watching Inside Out 2 and painful reminders that spending puberty in the closet wasn't normal.

God didn't mean for the innocence of my childhood to be lost so swiftly and so devastatingly.

""...I had high expectations going into Inside Out 2. The introduction of more emotions was tasteful and the exploration of one's core self amidst the chaos of puberty was well-executed. Still, something seemed off. Something was missing for me.

It took me a few days to find the words, but once I found time to process the movie with some therapist friends, I started to put my finger on it: ""I dunno. I guess the dilemma the human character faced seemed too mild. Like, for 8th grade, it seemed too innocent, too light to be real life.""

""I mean, what did you expect?"" one friend asked.

""Well, when I think about an 8th grader's inner life, I guess I expect it to be darker. Like, maybe the kid should be dealing with deep shame or a more stark split-screen between who they are and who they're presenting to others. Or maybe the kid should struggle with isolation and loneliness even as the kid seems to have friends...""

And then it hit me. I was describing my own emotional experience in puberty, but my experience wasn't normal.

I spent puberty in the closet.

I've been out for more than a decade. I share my story about faith and sexuality for a living. Even so, it's easy to forget how painful my teenage years were. It's easy to miss how abnormal my puberty was. It's easy to take for granted that my years of torture while in the closet were an unnecessary evil. God desperately wanted me to be spared of the tragedy of the closet, but the unfaithfulness of the Church fell short.

God didn't mean for me to find some of my friends sexually arousing, then immediately plunge into self-hate where I banged my head against the proverbial (and sometimes literal) wall for having disgusting desires, and then pursue purity with an obsessive religiosity because I feared that Christ's work on the cross couldn't cover my abomination...""

Read the rest of the article at the link in bio",0,"07/23/2024 08:43",https://www.instagram.com/p/C9xUm0XxiPw/,"IG carousel",,Lifetime,9561,304,19,11,60,3319,1
18276140071231867,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","16 hrs of driving+sweating to get $800 at McKay's

✅ McKays staff being literal saints
✅ waiting in line with Snuffles the lizard
✅ reading ""Children of Dune"" for 4 hrs while queuing under my parasol
✅ scrolling FB pages like a suburban mom to get MckaysRun2024 updates
✅ police shutting down a location because people literally went to the hospital for heat stroke
✅ getting stalked by mr. annoyingly chipper, little miss skip police, and mr. self-appointed PSAer
✅ 10,000 people trying to visit all five McKay's locations from Mebane, NC to Nashville, TN on the same day

🎉✅🎉 successfully celebrating McKay's 50th anniversary by getting $800",0,"07/19/2024 09:26",https://www.instagram.com/p/C9nGannxd1A/,"IG carousel",,Lifetime,6450,206,5,13,2,2447,
18113793535378838,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Here’s another question that I sometimes get from straight Christians: 

They ask how they as straight Christians build friendships with non-Christians. 

Hopefully my answer is not too long.

Here’s my answer:

The same way you build friendships with straight non-Christians.

That’s it.",19,"07/16/2024 09:10",https://www.instagram.com/reel/C9fV4_rRo1a/,"IG reel",,Lifetime,6785,140,3,16,11,3880,2
18037755523968669,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Yes, Rosaria, Christians do have LGBT+ neighbors…

Rosaria Butterfield recently argued that none of us have LGBT+/queer neighbors because LGBT+ people do not exist.

She asserted that God didn't intend for anyone to be queer (no one is ontologically gay/trans/ace); therefore Christians who concede that their neighbors are LGBT+ are complicit in a lie that will lead their neighbors further away from Jesus.

Gay celibate Christians like me have a complicated relationship with Mrs. Butterfield, particularly after she said that people like me aren't genuinely Christian. Another time she eagerly recalled wanting to throw a brick at a gay Christian who (accurately) described her marriage as a mixed-orientation marriage.

As I combed through Butterfield's recent article, here's what she got wrong (and right) about sexual orientation and ontology:

Despite the article's distasteful tone, I agree with Butterfield that God didn't intend for me to be gay and that I'm not a fundamentally different kind of person than my straight Christian friends.

And I agree that Christians don't need special skills to befriend an LGBT+ neighbor or need a different kind of gospel.

But if Christians fully apply Butterfield’s advice and attempt to communicate to their LGBT+ neighbor in subtle (or not so subtle ways) that the neighbor isn't actually LGBT+, believers will just push people further away from Jesus.

Instead, I'd suggest Christians heed Paul’s advice in 1 Corinthians 9:20-22. Meet people where they’re at. Seek to respectfully understand what matters to your neighbor. 

Ohh, and Butterfield seems to conveniently forget that there are LGBT-identifying Christians like me who don't see ourselves as ontologically queer but use various sexual orientation labels phenomenologically.

We don't believe God intended for us to be LGBT+, but we notice what's different about our experience and label our experience using the words most people would use to describe us….[con’t in comments]",0,"07/11/2024 09:07",https://www.instagram.com/p/C9SdytTR6u0/,"IG carousel",,Lifetime,15719,592,80,94,156,5966,11
