"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Comments,Saves,Follows
17885728697748622,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Grieving the death of my paternal grandmother this past Saturday

Oma (as we call her) was a great mother, a faithful Christian, and eager to join Jesus in paradise as her health deteriorated over the past few months. 

At our Ash Wednesday service earlier in the week, we were reminded of a central theme of Lent: From dust we came, and to dust we shall return.

When I got the text on Sat that Oma died, I couldn't shake those words: From dust we came, and to dust we shall return.

Evangelicals over-emphasized ""just get to Heaven"" for decades, neglecting that Jesus ALSO called us to seek fullness of life for ourselves and our neighbors on this side of heaven.

But the key word is ""also"".

The materialism of the West is, in part, designed by the Enemy to distract us from death. We approach the hard reality that we will die and God (if He exists) will decide our fate, but then the Enemy draws us away with romance, social media outrage, & self-realization.

The Enemy hopes to entertain us until the day we die, keeping us from ever having to face reality.

These days, the pendulum has swung the opposite direction. Some Christians eagerly teach about fullness of life today, but they hesitate to teach about eternal life tomorrow: ""It's not polite to press people to think about death and where they will spend forever.""

""They seem entertained. It wouldn't be nice to disturb them.""

From dust we came, and to dust we shall return.

Don't get me wrong, how we care for this world matters (because it will continue into the next life) and how we care for our neighbors matters (because the Scriptures say that Christians' love for each other + those on the margins is what will convert).

But we can only make the most of life today and have the most life tomorrow if we face death.

Here's some hard reality questions that we all need to ask, including me:

What if there's a God, and that God isn't who I want Him to be?
Is there anything the Enemy has been enabling me to avoid, but I need to face?
What would happen if I died today?
Am I willing to receive God's grace and allow it to more fully re-prioritize my life?

If you want help with what's next, feel free to message me.",0,"02/27/2023 10:27",https://www.instagram.com/p/CpLQaYCOWti/,"IG image",,Lifetime,417,463,0,33,18,
17970100019175180,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Why am I gay?

So if same-sex attractions are broken and God didn’t intend for anyone to be gay, yet God allowed that brokenness to develop and rarely heals that brokenness when people ask God for healing, how is that fair?

At the core of that question is the timeless question: Why do bad things happen to seemingly innocent people?

Well, in order for us to have real choice and true agency to choose to love God and other people, God usually lets the consequences of our decisions play out. That’s the theological concept of free process.

If God stepped in every time and protected each of us from the consequences of the sins of others, would their choices have been real choices?

No. So in order for our love for God and each other to mean something, God chooses the greater good of allowing things to play out.

How does that apply to broken sexuality?

I believe that I developed same-sex attractions because of the decisions of others. Some see broken genetics as a manifestation of generational sin going all the way back to Adam and Even.

Maybe there was some kind of brokenness in the home and community I grew up in that contributed. To be clear, scientists don't know specifically what factors from a person's upbringing contribute.

But then to protect my free will, God chose not to swoop in and prevent me from developing same-sex attractions by blocking the consequences of the decisions of others.

Thankfully, as Romans 8:28 promises, God has been faithful to redeem my enduring brokenness for His glory and my good.

It’s been particularly through submitting my brokenness to God and faithfully stewarding my sexuality that I’ve experienced the most purpose and belonging in my life.

#sexualethic #gaychristian #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #borngay #bornthisway #problemofevil",89,"02/23/2023 09:18",https://www.instagram.com/reel/CpA1D2duDYc/,"IG reel",,Lifetime,604,243,13,24,92,1
17955493481456858,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Did God make me gay?

I often get asked whether I think God meant for me to be gay. I think Gay Christians ask me this because they're often wondering what to do with the warnings against gay sex in Scripture.

If God meant for me to be gay, then it'd be cruel for him to keep me from a loving, monogamous relationship with someone I was made to love, right?! But here's the thing, I don't think God meant for me to be gay.

The consensus of queer secular scientists is that we're not born gay, but instead develop our sexual orientations through a mix of genetics and contributions from our upbringing.

But even if I was born gay, that wouldn't tell me about God's intentions. None of us are how God intended.

All of us were corrupted at a genetic level, formed imperfectly in our mother's womb, and were born into a fallen world that injured us countless times before we developed true agency.

So God's intentions aren't a scientific question. They're a theological question. So what does the Bible say?

Well, that's a complicated question that would take hours to unpack adequately, but, in a few words, Romans 1 teaches that same-sex sexual desires are broken and contrary to God’s first intentions.

God did’t intend for anyone to experience same-sex attraction or to engage in same-sex romantic or sexual relationships.

Yet, I'm clearly gay, so at the very least, God allowed this brokenness to develop, right?

But then if same-sex attractions are broken, if God didn’t intend for anyone to be gay, yet God allowed that brokenness to develop and rarely heals that brokenness when people ask God for healing, how is that fair?

Stay tuned for my next video for the answer to that question.

#sexualethic #gaychristian #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #borngay #bornthisway #problemofevil",89,"02/21/2023 09:37",https://www.instagram.com/reel/Co7t3MnsWgy/,"IG reel",,Lifetime,638,377,10,35,162,3
17974284560105324,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","enjoyed celebrating Sam + Hannah's (Hunter's sister) wedding with Ruthie and Hunter ☺️

so grateful for Sam and Hannah's hospitality--may God bless your marriage richly!",0,"02/19/2023 09:15",https://www.instagram.com/p/Co2h2GlLZaK/,"IG image",,Lifetime,419,207,0,1,0,
18089163199318377,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","What's my story of God calling me to vocational singleness?

I recently went on the Adventures in Theology podcast with Brayden Brookshier to talk about vocational singleness, including how God called me to vocational singleness.

By the end of college I had experienced multiple long periods of singleness and studied Jesus & Paul's words about lifetime singleness for the sake of the kingdom.

While I was out to most people in my life, I also ended up dating a couple of women, uniquely falling in love with them, and almost got engaged. So despite my sexuality, I knew that Christian marriage could work for me.

But the Holy Spirit made clear to me that I wasn't supposed to go take the gift I preferred. Instead I was supposed to ask, ""God, do you have a preference for whether I pursue vocational singleness or Christian marriage?""

I wasn't aware of it, but over the next three years, God led me through a process of discernment:

I dug deeper into historic theology of vocational singleness and Christian marriage. I met with my therapist and mentors to make sense of my fears around both singleness and marriage.

I read ""God's Voice Within"" by Mark Thibodeaux to develop my capacity for general Christian discernment.

I gained clarity about the kingdom work I was called to and increasing peace about passing on the work of raising kids to give myself fully to the work of Equip, being a therapist, and public discipleship around vocational singleness.

But there was still one thing missing: family.

By 2017 I felt called to vocational singleness, but I also knew I didn't have a magical gift of celibacy such that I didn’t need human family. So I asked the late Fr. Thomas Mckenzie, “How can I find the family in the body of Christ that I need at our church?”

Here’s how he responded:

“To be honest, I don’t think you’re going to find the kind of family you need at our church or any church in Nashville any time soon. But monasticism has been the most common way celibate people have found family.

It’s been the greatest source of evangelism in the Church, the greatest source of theology in the Church, and the greatest source of social justice in the Church...[con't in comments]",0,"02/16/2023 09:24",https://www.instagram.com/p/Cou0c3XrWnN/,"IG carousel",,Lifetime,407,268,0,18,61,
17886369449792900,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Notice romance idolatry this Valentine's

I'm not anti-romance. I'm not anti-marriage. I'm not anti-love.

I just care deeply for a lot of people who seem to be chasing false hope of what romance could provide, leading to loneliness, self-medicating of all kinds, broken relationships, lack of purpose, and a scarcity of money + time.

So many people I love seem to believe that if they could just fall in love with the right person, many of their problems would melt away.

When they look at other people who seem to have it all, they assume that those marriages are easy because the spouses are such a good fit, and they assume the couple has (for the most part) escaped loneliness.

For a season, they believe God will bring ""the one"" into their life. But after waiting for awhile, they slowly adopt the beliefs of the romance economy: ""If you were more attractive, more wealthy, more cultured, and spent enough money on enough magical dates, you'd find 'the one.'""

So they go on diets, get gym memberships, put in 75-hr work weeks to get promotions, force themselves to read books and articles they don't care about, and spend thousands of dollars &dozens of date nights hoping.

Many quit in exhaustion.

Others get married, only to discover that, while marriage is beautiful, nothing comes easy. Every best thing must be fought for and maintained. New forms of loneliness replace old ones.

Regardless of whether they end up single or married, the romance economy wins. Human businesses are enriched. The Enemy revels in the years wasted.

Again, I'm not categorically against romance, marriage, or love. They are beautiful gifts from God. But too many people are tricked into chasing false hope when they think they're seeking God's good gifts.

So what can Christians do?

It starts by noticing the idol of romance. Noticing its false promises in our hearts. Noticing the devastation it's caused.

And then we can get busy doing something about it. I think right-sizing our expectations of marriage, raising our expectations of friendship, investing in thicker family in the body of Christ, and offering greater support for vocational singleness would go a long way...[con't in comments]",0,"02/14/2023 07:00",https://www.instagram.com/p/CopaWWhu0El/,"IG carousel",,Lifetime,448,494,3,14,94,
17894728595764891,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Progressive sexual ethics aren't convincing

Here are the arguments many find compelling about progressive / revisionist / liberal sexual ethics:

1. Jesus didn’t talk about gay sex (so let people decide for themselves what's sinful)

2. The Bible doesn't talk about gay people (so the Bible doesn't have any wisdom for gay sexual ethics)

3. Christians were wrong about slavery and women (so Christians have been wrong about historic sexual ethics)

4. God makes people gay (so God must bless monogamous same-sex unions)

5. Sexual orientation doesn't change (so God must want people to be gay)

6. Lifetime abstinence is unrealistic (so everyone needs an outlet for God-blessed sex)

7. Mixed-orientation marriages have often failed (so they should never be tried)

8. Historic sexual ethics has led to loneliness and pain (so it must be false)

9. A loving God wouldn’t deny His children a loving marriage (so churches must bless same-sex unions to be loving)

I'll be honest, when I dig into the case for each of these, I don't find any of them convincing.

Want to learn how to respond to these arguments in compassionate and theologically rigorous ways?

Join me for a 2-hr webinar this Thursday, February 16th at 4:00 pm Central Time.

Register today at the link in bio!

#sexualethic #gaychristian #sideb #lgbtqinchrist #discernment #vocationalsingleness #gaymarriage #gayaffirming",0,"02/13/2023 09:13",https://www.instagram.com/p/ConE1Ayu0ir/,"IG carousel",,Lifetime,223,457,1,44,188,1
17982102976790745,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","It's not enough to just teach a traditional sexual ethic: churches must embody it in ways that lead to good and beautiful thriving for gay people.

#sexualethic #gaychristian #sideb #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship",30,"02/09/2023 09:11",https://www.instagram.com/reel/CocxUnOPkcw/,"IG reel",,Lifetime,230,178,1,8,7,
18021416086485482,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Gay people aren't inherently more likely to be sex addicts

Unfortunately, many straight Christians assume that every gay person is a sex addict. When gay Christians ask pastors for help, they're automatically referred to a sex addiction support group.

Not only is this assumption offensive, but it rarely addresses a gay person's core challenge. Hooking up, looking at porn, and/or masturbating are rarely the central issue. Gay peoples' greatest needs are family in the body of Christ and healing of their wounds of the closet.

When leaders assume gay sex addiction is the primary issue, pastoral care hyper-focuses on sexual sin. The gay person's belief that God loves them rises and falls with a pastor's praises of sobriety and frownings at failure.

Are some gay people sex addicts? Sure. But that's not because they're inherently more likely to be sex addicts. The genetic vulnerabilities to sex addiction don't travel with the gay genes like some cruel 2-for-1 special. 

Some gay people are sex addicts because the closet is the perfect breeding ground for pain and addiction.

Many grew up hearing that gay people were dirty and disgusting, so when they realized they experienced same-sex attractions, they ran into the proverbial closet to hide from loved ones who might hurt them.

Alone in the closet, the Enemy tortured them with fear, shame, depression, and isolation. If they got too close to friends, they might develop a crush or accidentally out themselves, so they settled for shallow friendship.

For many trapped in a lonely closet, lust and pornography seemed like the only way escape pain and connect with something. That perfect storm taught too many gay people to repeatedly medicate their pain with something sexual.

But not because gay people are inherently more likely to be sex addicts. Instead because the Church failed to offer God's love and wisdom to gay people, instead shoving them into the closet and into the arms of the Enemy where lust felt like the only way survive another day.

If you want to do something about gay sex addiction... [con't in comments]",0,"02/07/2023 09:28",https://www.instagram.com/p/CoXptmMr3sF/,"IG carousel",,Lifetime,400,591,2,34,144,
18345834724006046,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Christ's dating advice for college students:

What if you focused on cultivating multiple friendships instead of investing in just one lover, and what if you learned how to feel just as connected and cared for by others without hookups?

What if instead of spending so much time+energy trying to look like the most desirable person
AND trying to woo the people you find most desirable
AND playing the game of going on expensive dates that just end in painful breakups,
you instead invested all of that time+money in serving the people in your city who are forgotten and neglected and mistreated by this broken world?

Read more at the link in bio.

#sexualethic #discernment #vocationalsingleness #sexualstewardship #kingdomwork #newkingdom #newcreation #romanceidol #romanceidolatry #jesus",89,"02/06/2023 10:05",https://www.instagram.com/reel/CoVJEuyNqOV/,"IG reel",,Lifetime,233,227,1,27,53,
18070567774346361,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","You gotta start w/ straight sex ethics

At a recent campus minister training, I urged them not to bring up gay sex ethics with students until they first covered God's wisdom for everyone's sexual stewardship (and addressed ways straight Christians often fall short).

Why? Consistency and effectiveness.

When we start with gay sin (or only talk about gay sin), that's reasonably seen as targeting. It perpetuates a double standard and empowers a destructive victim mentality in gay people.

But if you first call straight people to a historic sexual ethic...

(by tackling the pornography epidemic, challenging straight people to consider lifetime vocational singleness, ensuring Christian marriages are open to raising children for the kingdom, and applying the Bible's wisdom about divorce/remarriage)

...then it doesn't seem unreasonable or targeting to then invite gay people to steward their sexualities in culturally inconvenient ways—not to make everyone's life difficult, but because God's wisdom is ultimately life-giving for everyone.

Second, we've got to first talk about straight sex ethics because the solutions for better straight sexual stewardship are also the solutions for better gay sexual stewardship.

Gay Christians don't need special solutions. Gay Christians will thrive best in churches that are taking everyone's sexual stewardship seriously by
resisting romance idolatry and lust,
leading everyone to discern between vocational singleness and Christian marriage,
valuing a meaningful minority of Christians committed to vocational singleness,
cultivating intentional Christian community where vocational singles could find lifelong family, and
helping Christian marriages thrive and faithfully sacrifice for the kingdom.

The only extra step churches need to take for gay people is making sure parents share with every kid about God's love and wisdom for gay people before puberty in age-appropriate ways so that no kid ever has to suffer in the closet.

So if your church has been avoiding conversation about sexual ethics, but you know you need to get started, start with talking about sexual stewardship for all people.

#sexualstewardship #gaychristian #sexualethics",0,"01/31/2023 10:13",https://www.instagram.com/p/CoFtRyruxA0/,"IG carousel",,Lifetime,252,541,1,11,148,
17879131469798722,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Jesus lifted up vocational singleness and Christian marriage as equally beautiful and difficult, equally kingdom-building and gospel-sharing, equally a call to family and bringing life to a broken world.

#sexualethic #discernment #vocationalsingleness #sexualstewardship #kingdomwork #churchfamily",17,"01/30/2023 09:48",https://www.instagram.com/reel/CoDFpokD16X/,"IG reel",,Lifetime,520,269,5,7,30,
17960577794504684,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","I've gotten some new followers recently, so I thought I might introduce myself (so you're not surprised by what you see in the future):

I help churches love gay people and celibate Christians find family.

I'm...

1. A speaker/author about discernment, vocational singleness, & LGBT+ topics according to historic sexual ethics for places like Christianity Today & Mere Orthodoxy,

2. The Executive Director of Equip, a premier consulting & training solution for churches aspiring to be places where LGBT+ people thrive according to historic sexual ethics @equipyourcommunity (trained 20K+ leaders),

3. A cofounder of the Nashville Family of Brothers, an ecumenically Christian monastery building lifelong family for men called to vocational singleness @nashvillefamilyofbrothers,

4. A teacher/aspiring deacon in the Anglican Church in North America about celibacy and sexuality

5. A licensed professional counselor specialized in serving gay Christians hoping to steward their sexualities according to historic sexual ethics

Ohh, and I love my godson, my dog, running, strategic board games, and playing the bassoon!

Learn more at the link in my bio!",0,"01/26/2023 08:49",https://www.instagram.com/p/Cn4rvDuOEmL/,"IG carousel",,Lifetime,3428,544,9,21,26,
18002674822605620,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","teaching that gay sexual sin is worse than straight sexual sin = homophobia

that shameful lie used to weigh heavy on me

if that lie haunts you, check out my three suggestions for routing out homophobic shame

#sexualethic #gaychristian #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #homophobia #shame #homophobic",90,"01/24/2023 09:48",https://www.instagram.com/reel/CnzotqRs_by/,"IG reel",,Lifetime,258,228,1,26,35,
