"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Comments,Saves,Follows
18030578374897202,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Does vocational singleness compete with Christian marriage?

Pastors will admit to me in private that they hesitate to teach and offer practical support for biblical singleness for the sake of the kingdom, because they’re afraid it’ll lead to even less Christian marriages.

I think they’re right to worry about Christian marriage trends, but I don’t think vocational singleness is the enemy.

A 2021 Pew Research Center report found that the share of American adults ages 25 to 54 who are married fell by almost 15 percentage points between 1990 and 2019, from 67 percent to 53 percent.

And the research found that that trend was mostly driven by people living without a spouse or partner.

In response to this, many pastors try to sell marriage as hard as they can and downplay vocational singleness.

G. K. Chesterton would warn them that that’s counterproductive.

He said, ""Whenever monks come back, marriages will come back.""

Chesterton lamented that too few Christians were committing to kingdom singleness, and too few Christians were faithfully walking out Christian marriage.

But he didn't see these vocations as competing in a zero-sum game. Instead, he suggested that robust teaching and practice of vocational singleness was the key to healthier Christian marriage.

So take Chesterton’s advice. Teach about both. Help Christians genuinely discern between both. Celebrate both. And provide practical support for both for a lifetime.",108,"02/21/2024 09:01",https://www.instagram.com/reel/C3nf4s9ptGp/,"IG reel",,Lifetime,2835,159,21,15,34,1
17864718714084717,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","I've gotten some new friends recently, so I thought I might introduce myself (so you're not surprised by what you see in the future):

I help churches love gay people and celibate Christians find family.

I'm...

1. A speaker/author about discernment, vocational singleness, & LGBT+ topics according to historic sexual ethics for places like Christianity Today & Mere Orthodoxy

2. The Executive Director of Equip, a premier consulting & training solution for churches aspiring to be places where LGBT+ people thrive according to historic sexual ethics (trained 30K+ leaders over the past 10 years)

3. A cofounder of the Nashville Family of Brothers, an ecumenically Christian monastery building lifelong family for men called to vocational singleness

4. A teacher/exploring deacon in the Anglican Church in North America about celibacy and sexuality

5. A licensed professional counselor specialized in serving gay Christians hoping to steward their sexualities according to historic sexual ethics

Ohh, and I'm a sinner in great need of a Savior. I sometimes share about my sex addiction recovery and my deep gratitude for the forgiveness and patience of Jesus. 

Learn more at the link in bio",0,"02/19/2024 09:26",https://www.instagram.com/p/C3iZK9pLB2Q/,"IG carousel",,Lifetime,4165,253,25,1,24,7
17972186567675135,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Here’s a Valentine’s Day reminder: Marriage Isn't The Solution To Untamed Lust

Some claim that ""better to marry than to burn"" in 1 Corinthians 7:9 means that people who find abstinence challenging are automatically called to marriage.

That's a common misinterpretation that has particularly hurt mothers and children.

Pastors have used 1 Cor 7:9 to encourage people (particularly men) struggling with sexual purity to get married as a way to contain their sexual temptations.

But instead of fixing the problem, using ""marriage as a remedy for weakness"" just multiplies the number of people impacted by the lack of self-control, leading to infidelity, divorce, and destroyed lives.

To put it bluntly, if you continue to struggle mightily with sexual immorality after months of genuine effort, then you need sex addiction recovery, not marriage.

Every Christian, regardless of calling, can and must learn to discipline their sexual desires. Fiancés should not settle for less.

If ""marriage as a remedy for weakness"" wasn't Paul's intended message in 1 Cor 7:9, then what was?

Rigorous scholarship reveals that Paul was instead narrowly addressing a group of Corinthian Christians who had adopted strange Gnostic beliefs that their bodies didn't matter, so they were claiming to be ""celibate in spirit"" while engaging in unrestrained sexual immorality.

Paul was chastising people who claimed to be celibate but weren't earnestly trying to be celibate.

Regardless, we are right to read 1 Cor 7:9 as a caution against publicly committing to vocational singleness unless we have the gift from God to do it well.

But Jesus said the same about Christian marriage in Matthew 19:11: don't commit to Christian marriage unless you have the gift from God to do it well.

To thrive in either vocation, we must receive the gift from God to do that vocation well.

How do we figure out whether God wants to give us the gift of vocational singleness or Christian marriage? How do we put ourselves in a place where we can step into and receive that gift?

Discernment! Check out more of my stuff for why every Christian young adult should discern and how!",90,"02/14/2024 09:13",https://www.instagram.com/reel/C3Vfm7jrm8D/,"IG reel",,Lifetime,3294,250,32,21,35,2
17985399218626324,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","I live in an ace-aro polycule?!
Recently, I was trying to explain my living situation to a non-Christian, and I stumbled upon a comical, somewhat effective description: I’m part of an ace-aro polycule.

I was searching for something that might translate for a non-Christian steeped in popular culture. “Ace-Aro” is shorthand for asexual and aromantic. And a “polycule” is a polyamorous grouping—a cluster of interconnected relationships that are intentionally non-exclusive.

There’s lot of ways these words **don’t** fit what we’re doing in the Nashville Family of Brothers. In contrast to those who often describe themselves as being in a polycule, we have committed not to engage in romantic or sexual activity with anyone.

Here’s what I actually said:
“I guess the short-ish version of my love life is that I'm part of what you could think of as an ace-aro polycule.
It's an intentional community with other guys also committed to celibacy and committed to serving those on the margins. Some of us are gay, some of us are straight. We live in a house together, do family dinners together, and spend vacations and holidays together. And this past fall I actually committed to family with these guys for the rest of my life!
I'm committing to love these men for the rest of my life, to never leave them, and to be buried next to them. I think God made me for that. But it'd totally make sense if you wondered ‘I mean, finding love and caring for people sounds great, but what does that have to do with celibacy?’
That's a fair question.
I know it's weird, but I believe in a God (although, admittedly, I doubt it sometimes). I trust that God and I trust His wisdom for me. I believe that God has called me to celibacy and that God intends for celibacy to be part of the package deal of this family I'm committing to. And the other guys in our family feel the same way.
I can't really explain it better other than to say that it's my strange family, I love them, and the more I've stepped toward family with them over the past 5 years, the happier I've felt, the move loved I've felt, the more integrated I've felt, and the more true-to-self I've felt.”",0,"02/12/2024 13:55",https://www.instagram.com/p/C3Q2Yp6RnF6/,"IG carousel",,Lifetime,3702,258,18,30,43,1
18313766662133092,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Calling gays to a higher standard hurts everyone

I recently went on the Political Animals Podcast with Jonathan Cole to talk politics, faith, and sexuality. At one point, we explored why the double standard of sexual stewardship costs Christians' credibility inside and outside of churches.
Many churches lead straight Christians to assume that they will get married, teach that we need romantic companionship to be happy, and ignore the Bible’s teachings about vocational singleness and divorce.

But then these same churches call gay Christians to a higher standard of sexual stewardship by teaching that gay Christians don’t need romance or sex and challenging them to consider vocational singleness.

This inconsistent, hypocritical application of Scripture tempts sexual minorities to adopt a victim mentality and reject sexual morality standards because of the apparent double standard.

Churches lose credibility to ask gay Christians to live according to biblical wisdom when they refuse to hold straight Christians accountable to that same wisdom.

Yet this inconsistent standard hurts straight Christians as well.

Straight Christian marriages end in divorce at the same rate as non-Christian marriages, and unmarried straight Christians suffer from a lack of support in the church.

Instead, churches can invite everyone to steward their sexualities according to God’s good and weighty wisdom.

This might include examining whether straight Christians are...
- engaging in casual romance,
- having sex outside of marriage,
- making little or no progress on refraining from the use of pornography,
- failing to consider a call to vocational singleness,
- unthinkingly refusing an openness to raising children for the kingdom in marriage, or
- engaging in unbiblical divorce/remarriage.

Admittedly, these conversations about straight sexual stewardship are difficult to have, but they're not any heavier than conversations Christians seem eager to have about gay sexual stewardship...[con't in comments]",0,"02/08/2024 10:49",https://www.instagram.com/p/C3GN-xtRg3p/,"IG carousel",,Lifetime,2959,264,33,12,63,6
18020729224970055,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","We’re lonelier than ever. And the way we’re doing friendship isn’t solving the problem.

A recent Harvard study showed that 36% of Americans experience extreme loneliness. According to the study, the Pandemic revealed that our social fabric is full of holes. People are falling through the cracks.

The study also found that a higher number of “friends” did not inherently reduce this loneliness.
Instead, if you dig into the study, researchers found that the key to health and happiness was having people in your life who are committed to living with you for the rest of your life.

We need lived-in community, and we need to know that we’ll have that community tomorrow, next month, next year, next decade, until we die.

It’s obvious how Christian marriage attempts to solve that problem. And still, plenty of married people struggle with loneliness.

But I want to particularly focus on single Christians. If the solution to loneliness is lived-in, lifelong human family, but we’re single for now and might be single for the rest of our lives, does that mean we’re just screwed. Does that mean we just have to accept loneliness?

No! Thankfully not. But it is true that what we’re doing isn’t working.

The revolving door of roommates and church small groups isn’t working. It just leads to heartbreak and weariness. Many just give up and resolve that it’s less painful to just be alone.

What is the solution? In the early Church, single Christians committed to a vocation of singleness for the sake of kingdom work for a lifetime. They lived with other vocational singles, as a family. They used their availability in singleness to serve the poor and needy together. And they stuck around in the same city, the same neighborhood, for their entire lives. And they weren’t lonely.

What if Christians today gave that time-tested solution a try? What if we were afraid to be weird in order to escape loneliness?",159,"02/06/2024 12:30",https://www.instagram.com/reel/C3BP011JTCK/,"IG reel",,Lifetime,2800,162,36,12,41,2
18305552590123321,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Alistair Begg & Gay Weddings Controversy on the Church Politics Podcast with Justin Giboney of the AND Campaign

I recently went on the Church Politics Podcast with Justin Giboney of the AND Campaign to talk about faith and sexuality, including the recent controversy around Pastor Alistair Begg and whether Christians should attend gay weddings.

A grandmother asked respected evangelical leader Alistair Begg whether she should attend her grandchild's marriage to a queer person. He encouraged the grandmother to privately share her disagreement but still attend the wedding and even bring a gift.

In response, #ChristianTwitter #EvangelicalTwitter #ReformedTwitter canceled him.

So, should Christians attend gay weddings?

Christians can treat sacred what God treats sacred, be consistent, and maintain relationship.

God seems to have defined pretty narrowly what Christian marriage (the kind of marriage God uniquely joins and sustains) is: a lifetime union between one Christian woman and one Christian man with an openness to raising children for the sake of the kingdom.

Many civil unions fall short of that standard, including same-sex unions. If I'm invited to attend or participate in a wedding in some way, I need to ensure I'm testifying truthfully to who God is and what He is (or is not) doing.

Historically, attendees of Christian weddings participated in the ceremony liturgy by publicly affirming that God was indeed joining the couple in Christian marriage and committing to help the marriage thrive.

So it matters whether Christians attend weddings that claim to be joining a couple in a Christian marriage.

But there's a big difference between two non-Christians of the same sex getting married in a field without invoking God versus two self-professed Christians of the same sex quoting Scripture and using Christian marriage liturgy in a church.

I personally feel more comfortable attending some non-Christian same-sex weddings on that one extreme (in a field without naming God), whereas I'm much more careful if invited to weddings of two Christians of the same sex. [...con't in comments]",0,"02/01/2024 09:05",https://www.instagram.com/p/C20Abq2REwi/,"IG carousel",,Lifetime,3776,270,41,10,82,5
17929644098810332,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","What did God make us for? What does God want us to do with our sexuality? And what do we want?

Here’s a snippet from a recent Equip Webinar I taught:

“Some people think God wants us to have no fun, that He wants us to show our love for Him by learning to be content with loneliness and dissatisfaction and to obsess about avoiding sin.

Some of us think that what we want is to have as much sex and romance with the most attractive people we can convince to be with us. Both of those are off. That’s not what God wants, and that’s not what we really want.

We want genuine connection. We want to not be lonely. We want community. We want love that lasts. We want richer, more meaningful, and steady relationships. We want to feel safe, to trust that the people who love us will love us well and keep doing so until we die. We want people to go on this life journey with who truly know us and therefore know how to accompany us well on that journey. And we want to offer the same to others and enjoy the delight that can only be achieved after decades of that knownness. And God wants those same things for us!

Our capacity for connection and need for community isn’t a test, it’s a gift. God made us in His image to enjoy intimacy with Him and each other, and He wants us to enjoy that to the fullest.”

Want to read/watch the rest of the webinar? Check out the link in bio to read the transcript and/or get access to full video+notes as part of Equip’s Digital Leader’s Course!",0,"01/30/2024 08:41",https://www.instagram.com/p/C2u0IQWLddD/,"IG carousel",,Lifetime,1655,68,10,2,13,
18050616967560993,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","How can Christians compassionately care for trans Christians? Here are the tips from the video:

1. Adopt a general posture of empathy and compassion - God made trans people in His image, and we must treat trans people with the dignity and respect every Imago Dei deserves.

2. Prioritize addressing mental health needs - Connect trans people with proven interventions to address depression/suicidality such as in-person talk therapy with a counselor to address grief/loss, regular exercise/physical activity, use of antidepressants, and a broader community of social support

3. Honor their lack of choice and explore options for morally neutral relief - Transgender people do not choose to experience gender incongruence. Help them resolve what they can and manage what they must.

4. Support their acceptance of some level of brokenness and suffering - Many trans Christians will continue to experience some persisting and painful gender incongruence, even after some social transition.

5. Address childhood shame from gender stereotypes - Many trans people were judged as kids when they liked or disliked something kids of their biological sex weren't supposed to. Help them identify shaming memories, create space to connect with any lingering painful emotions, name the falsity of cultural gender stereotypes, and honor the unique ways they express themselves, even when it’s contrary to cultural stereotypes.

6. Give permission to reject cultural gender stereotypes - While the core of a trans Christian's distress is an internal sense that one’s biological sex and felt gender are incongruent, feeling forced to comply with arbitrary cultural expectations can multiply distress.

Parents and pastors can join trans Christians by resisting historical over-prescription of what universal, Biblical masculinity and femininity are, while maintaining a God-ordained distinction between the biological sexes and genders.

7. Encourage them to share their stories and gather together - Trans Christians need to share about their experiences to be fully known and fully loved, and our churches need to hear the stories of trans Christians who are faithfully stewarding their brokenness.",284,"01/25/2024 09:48",https://www.instagram.com/reel/C2iDX8_Jccc/,"IG reel",,Lifetime,2566,121,7,7,47,
17850178692131735,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Hoping for cheek-turning, Europe, ordination, & more in 2024

I'm a January birthday boy, so the turn of the year back-to-back with a birthday gives me plenty of time to reflect and look forward. I hope this year includes...

1. Effectively equipping Uri Denivelle to take Equip's strategy and solutions back to Europe to help churches there offer Christ's love and wisdom to LGBT+ people

2. Leaning into tough conversations about the higher standards public Christian leaders are held to and my need to learn how to imitate Jesus by turning the cheek

3. Teaching classes at my local Anglican Church on sexual stewardship and getting ordained as a deacon in the ACNA so I can better minister/teach around celibacy and sexuality

4. Seeing growth in the health of the Nashville Family of Brothers and the sweetness of the experience of family we share

5. Securing a book deal with a Christian publisher to get out the message about discerning vocational singleness and Christian marriage

6. Serving counseling clients in private practice to help them honor their pain, connect more authentically, and grow in mental and spiritual health

What are your hopes for 2024?!",0,"01/22/2024 09:12",https://www.instagram.com/p/C2aRVuSRtjd/,"IG carousel",,Lifetime,5085,458,25,78,20,1
18069584074460928,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Why do many Christians find historic sexual ethics unconvincing?

I recently went on the Canadian Church Leaders Podcast to talk with Chris Price about how churches can better offer Christ's love and wisdom to LGBT+ people.

At one point, we explored why historic sexual ethics don't seem to be convincing for many modern Christians.

I've said before that I'm confident that historic sexual ethics stand up to intellectual probing and questioning. By my assessment, the evidence for revisionist sexual ethics pales in comparison.

But arguments about sexual ethics are often unconvincing and unhelpful. Why?

At times, the arguments for historic sexual ethics feel irrelevant when faced by affirming arguments that historic sexual ethics bear bad and ugly fruit.

People have an (accurate) sense that if something is true, it should also be good and beautiful. There may be better intellectual arguments for historic sexual ethics, but if the fruit isn't good or beautiful, then isn't something off?

They're right.

Something is off.

But I don't think it's because historic sexual ethics are false. Instead, I think it's because the Church has failed to embody God's wisdom in the way Jesus would.

So instead of stumbling into emotionally-loaded arguments about sexual ethics, what if proponents of historic sexual ethics admitted that something is off?

What if instead of arguing, we got busy transforming our churches into places that actually embody historic sexual ethics in ways that lead to belonging and thriving for LGBT+ Christians?

What if we spent our energies preventing the wounds of the closet, raising the bar for everyone's sexual stewardship, and offering lifelong lived-in family to singles regardless of sexual orientation?

And in the meantime, what if we were quick to admit what's ""off"" and confessed the sins of the Church against LGBT+ people over the past century?

Listen to the full episode at the link in bio",0,"01/17/2024 11:29",https://www.instagram.com/p/C2NpFzTRpTh/,"IG carousel",,Lifetime,3572,250,19,21,73,2
