"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Comments,Saves,Follows
17986338421997617,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Monogamy and celibacy don't come naturally in a broken world

That's why Christians need a gift from God to do either vocational singleness or Christian marriage well (and why it's important to discern so we can discover which gift God wants to give).

I recently taught Encounter Young Adults in Hay, KS about Christ's invitation for every Christian to consider vocational singleness.

When I mention that every Christian young adult should open-handedly discern between vocational singleness and Christian marriage, invariably someone objects, ""But singleness is too difficult and isn't natural!""

I'd argue that Christian marriage and vocational singleness are actually equally unnatural.

Does the average Christian automatically possess everything they need to thrive in vocational singleness? No.

But the same is true of Christian marriage.

We don’t inherently have what we need to do marriage well either.

You see, in light of the Fall, romance, sex, and polyamory are what come naturally to us. Neither faithful celibacy nor faithful monogamy come naturally to us in a broken world.

Each of us has the same inherent but incomplete capacity for both vocational singleness and Christian marriage.

To do either well, we must step into that vocation and receive an additional gift to do it well.

That's also why it's so important for us to discern: so that we can discover which gift God says will be better for each of us individually, and then receive the gift God wants to give us.

Watch the video of the full seminar at the link in bio

#sexualethic #gaychristian #sideb #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #polyamory",0,"04/28/2023 09:34",https://www.instagram.com/p/CrljIl8rG5q/,"IG carousel",,Lifetime,1155,428,8,12,56,1
17934394739657747,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Romance idolatry is ruining our relationships

So many people I love seem to believe that if they could just fall in love with the right person, many of their problems would melt away.

When they look at other people who seem to have it all, they assume that those marriages are easy because the spouses are such a good fit, and they assume the couple has (for the most part) escaped loneliness.

For a season, they believe God will bring ""the one"" into their life.

But after waiting for awhile, they slowly adopt the beliefs of the romance economy: ""If you were more attractive, more wealthy, more cultured, and spent enough money on enough magical dates, you'd find 'the one.'""

So they go on diets, get gym memberships, put in 75-hr work weeks to get promotions, force themselves to read books and articles they don't care about, and spend thousands of dollars and dozens of date nights hoping.

Many quit in exhaustion.

Others get married, only to discover that, while marriage is beautiful, nothing comes easy. Every best thing must be fought for and maintained. New forms of loneliness replace old ones.

Regardless of whether they end up single or married, the romance economy wins.

Human businesses are enriched. The Enemy gloats about the years wasted. Too many people are tricked into chasing false hope when they think they're seeking God's good gifts.

So what can Christians do?

Notice the idol of romance, its false promises in our hearts, the devastation it's caused. And then right-size your expectations of marriage, raise your expectations of friendship, invest in thicker family in the body of Christ, and offer greater support for vocational singleness.

For more on recognizing and responding to romance idolatry, check out the linked article in my bio.

#sexualethic #gaychristian #sideb #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #valentine #romance #romanceidol #romanceidolatry #theone #purityculture",90,"04/26/2023 09:57",https://www.instagram.com/reel/CrgcCIpLW9o/,"IG reel",,Lifetime,849,221,4,15,44,6
18285963853106003,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","I still struggle with lust. And there's been progress!

During a recent Ask Me Anything, someone asked me how I refrain from gay sex and gay pornography.

As I've shared consistently on this platform and when I speak publicly, I am not perfect. Years ago I struggled mightily with sexual addiction, and while I have experienced significant progress over the past five years, I am still a sinner in desperate need of a savior.

But we are not without hope.

For years, my greatest weakness to both sinful sexual behavior and porn was my phone. I declared that I would read my bible and pray more, hoping those would give me more strength to resist temptation.

But eventually, I looked at porn again or downloaded a dating app.

As I've shared in a previous post, the closet was the perfect breeding ground for many gay people to develop addictions of all kinds, not because we are inherently more likely to be addicts, but because lust was sometimes the only thing we had to numb the pain of the closet.

For addicts like me, more bible study, more prayer, and more willpower just won't cut it. Not because I don't believe God could give me the power to resist, but because those solutions rarely work for addicts, even when they earnestly pursue spiritual solutions.

Many have found recovery spaces to be helpful. I did, for a season.

But the single most effective step I've taken to get back some sexual sobriety has to admit that the temptations from my phone are too powerful for me, and then to ask a friend to add restrictions/software to eliminate the option altogether.

Believe me, I've heard every excuse not to lock down one's devices. I've said them all myself.

But nothing else has worked. Nothing.

Yet thanks to locking down my phone and computer, I've experience greater sobriety over the past five years than any other times in my adult life.

Do I still make mistakes? Sure. The expectation I've set for myself is progress not perfection. That mindset, combined with practical solutions, has led to more sobriety than shame or just trying harder.",0,"04/24/2023 08:36",https://www.instagram.com/p/CrbJUtErfCQ/,"IG carousel",,Lifetime,1143,641,4,49,99,1
17982793946072258,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Gay people aren't inherently more likely to be sex addicts.

Hooking up, looking at porn, and/or masturbating are rarely the core problem. Gay peoples' greatest needs are family in the body of Christ and healing of their wounds of the closet.

But when Christian leaders assume gay sex addiction is the primary issue, the gay person's belief that God loves them rises and falls with a pastor's praises of sobriety and frownings at failure.

Are some gay people sex addicts? Sure.

But that's not because they're inherently more likely to be sex addicts. The genetic vulnerabilities to sex addiction don't travel with the gay genes like some cruel 2-for-1 special.

It's because the closet is the perfect breeding ground for pain and addiction. For years the Enemy tortured us with fear, shame, depression, and isolation. We kept our friends at a distance, afraid to develop a crush or accidentally out ourselves.

Lust and pornography seemed like the only way to escape pain and connect with something. That perfect storm taught too many of us to repeatedly medicate their pain with something sexual. But not because we're inherently more likely to be sex addicts.

Instead because the Church failed to offer God's love and wisdom to gay people, instead shoving us into the closet and into the arms of the Enemy where lust felt like the only way survive another day.

If you want to do something about gay sex addiction, make sure parents at your church are sharing with their kids before puberty about God's love and wisdom for gay people in age-appropriate ways, so that adolescents share early with parents and never have to go into the closet and develop a closet addiction to numb their pain.

#sexualethic #gaychristian #sideb #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #addiction #sexaddiction #sexaddict #closetwounds #gaycloset",95,"04/21/2023 09:39",https://www.instagram.com/reel/CrTiFgvtRxD/,"IG reel",,Lifetime,789,299,4,20,69,3
17952824501390024,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","You gotta first talk about straight sex ethics

Straight Christian leaders, don't talk about gay sex ethics until you've first talked about God's wisdom for straight people.

Why?

Consistency and effectiveness.

When we start with gay sin (or only talk about gay sin), that's seen as targeting. It perpetuates a double standard and empowers a destructive victim mentality in gay people.

But if you first call straight people to a historic sexual ethic—around porn, considering vocational singleness, an openness to raising children in marriage, and around unbiblical divorce and remarriage—then it doesn't seem unreasonable to then invite gay people to steward their sexualities in culturally inconvenient ways.

Second, we've got to first talk about straight sex ethics because the solutions for better straight sexual stewardship are also the solutions for better gay sexual stewardship. Gay Christians don't need special solutions.

Gay Christians will thrive best in churches that help everyone resist romance idolatry and lust, guide everyone to discern between vocational singleness and Christian marriage, cultivate intentional Christian community for vocational singles,  and help Christian marriages thrive and faithfully sacrifice for the kingdom.

The only extra step churches need to take for gay people is to make sure parents share with every kid about God's love and wisdom for gay people before puberty in age-appropriate ways so that no kid ever has to suffer in the closet.

So if your church has been avoiding conversation about sexual ethics, but you know you need to get started, start with talking about sexual stewardship for straight people.

#sexualethic #gaychristian #sideb #lgbtqinchrist #discernment #vocationalsingleness #sexualstewardship #procreation #divorce #remarriage",90,"04/19/2023 09:38",https://www.instagram.com/reel/CrOYQO8pS_A/,"IG reel",,Lifetime,800,237,3,9,49,
17991188338755031,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","How can Christians compassionately care for trans Christians?

Session Three of Equip’s Gender Incongruence Course explores the following recommendations for ministering to trans people with Gods love and wisdom:

1. Adopt a general posture of empathy and compassion - God made trans people in His image, and we must treat trans people with the dignity and respect every imago dei deserves.

Take your time to build rapport with trans Christians you’re ministering to. Patiently invest in relationship to earn their trust. Don’t be surprised when walking together is at times difficult and complicated.

Commit to giving trans Christians the benefit of the doubt, and commit to being quick to re-examine your own motivations and actions when trans people you’re caring for feel hurt.

2. Prioritize addressing mental health needs - Connect trans people with proven interventions to address depression/suicidality:
- In-person talk therapy with a counselor to address grief/loss
- Regular exercise/physical activity
- Use of antidepressants
- A broader community of social support

3. Honor their lack of choice and explore options for morally neutral relief - Transgender people do not choose to experience gender incongruence. Help them resolve what they can and manage what they must.

Support trans Christians as they consider morally neutral options in the range of social transition that might provide relief from their gender incongruence. Help them weigh each possibility and carefully step forward where the Lord leads.

4. Support their acceptance of some level of brokenness and suffering - Many trans Christians will continue to experience some persisting and painful gender incongruence, even after some social transition.

Connect trans Christians with ways Christians throughout the ages have written about suffering and found a way to accept persisting brokenness. Hold space for them to be angry, sad, afraid, and numb.

5. Address childhood shame from gender stereotypes - Many trans people were judged as kids when they liked or disliked something kids of their biological sex weren't supposed to.

Help them identify shaming memories, create space to...[con't in comments]",0,"04/17/2023 09:21",https://www.instagram.com/p/CrJM8jlOPIR/,"IG carousel",,Lifetime,953,465,2,17,139,5
18015119503514834,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Is transition permissible for Christians navigating gender incongruence?

I don't want to answer this question for the same reasons that I don't want to respond when people ask, ""Well, Pieter, do you think gay sex is a sin?""

There are so many more important questions when it comes to embodying God's love for gay & trans people. There are so many hours of friendship + trust that must be earned before those of us who aren't trans or aren't gay have credibility to ask that question.

And yet, eventually, in some friendships and in some discipleship relationships, this question is asked. And it matters that we respond with God's love AND wisdom.

I'll be frank. I'm going to fail to answer this question adequately in 2,200 characters. I beg you, if you care about this conversation, before you judge me too harshly, please visit the link at the end of this post and skim the full article where I carefully unpack my convictions.

In the second session of Equip’s Gender Incongruence Course, we explore thirteen Bible passages often cited in conversation about gender ethics and then answer the following questions: 
1. What were God’s intentions for biological sex & gender?
2. To what extent did God prescribe gender?
3. How is gender biologically + culturally broken?
4. How can we conceptualize gender incongruence?
5. How does gender incongruence develop?
6. Was it God’s intention? Can it change?
7. Is merely experiencing gender incongruence a brokenness? A sin?

Ultimately, we conclude that God intended each of us to be a female-bodied woman or a male-bodied man, but because we live in a broken world, some experience a painful incongruence between their biological sex and felt gender.

If that's the case, then on a fundamental level, who are trans Christians? How does God see them?

Well, when an individual is not intersex and their chromosomes, gonads, sexual anatomy, & secondary sex characteristics all indicate the same biological sex, then we can discern God’s intentions for the individual’s biological sex.

Plus, when God’s intentions for an individual’s biological sex are evident, we can also discern His intentions for their experience of gender...[con't in comments]",0,"04/13/2023 09:15",https://www.instagram.com/p/Cq-5GPCO8Dw/,"IG carousel",,Lifetime,870,278,1,47,128,
17966017505169285,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Can Christians be against gender transition but allow vasectomies? (plus a note about pushback)

When believers apply biblical principles differently to different people—in ways that are stricter with minorities, observers reasonably question whether those believers' true motivations are truth or hate.

Christians who claim to hold a biblical gender ethic argue that (1) when God's intentions for a person's biological sex is clear and (2) when the person's reproductive capacities are functional, then (3) it's a rejection of God's gift—and therefore sin—to hormonally/surgically alter them.

But if that's what you believe, then what's the difference between hormonal/surgical transition for trans people versus breast enhancement, a vasectomy, or contraception?

Isn't a Christian who is against the first but allows the rest encouraging discrimination, at some level?

Fellow Christians, before you challenge a trans Christian in your life to steward their gender incongruence according to a biblical gender ethic, examine whether you are applying biblical principles consistently.

If you continue to hold different people to different standards, don't be surprised when your inconsistency is labeled as hate (instead of concern for truth) and God's wisdom is easily dismissed.

On the other hand, if you care deeply about trans people following God's wisdom, then how are you willing to invite straight, cisgender Christians to first steward their sex/gender in inconvenient but God-honoring ways?

Ohh, and a note about pushback.

As I explore more deeply in ""Certainty & Consistency in Gender Ethics"" (link in bio), we at Equip are confident that we got at least a few things wrong in our first edition of Equip's Gender Incongruence Course.

A consensus of compassionate orthodoxy on gender incongruence hasn't coalesced yet, leading many churches to be silent about God's love and wisdom for trans people. Silence hurts trans people.

Christians must do better, and the first step is accelerating the consensus-building project. That's why we at Equip attempted to answer the questions trans Christians, parents, and pastors are asking with details and specifics...[con't in comments]",0,"04/10/2023 09:28",https://www.instagram.com/p/Cq3MNW_LlVI/,"IG carousel",,Lifetime,1357,345,24,110,162,16
17969799629334370,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","(UPDATED) Available research is inconclusive about the effectiveness of hormonal and surgical transition to reduce suicide risk.

Tragically, 41% of trans people attempt suicide, as compared to 1.6% of the general population.

Trans suicide rates are even higher for those who lose a job due to bias (55%), are harassed/bullied in school (51%), have a low household income (61%), are the victim of physical assault (61%), or are the victim of sexual assault (65%).

Trans people were made in the image of God and God highly values them. Yet the brokenness of this world has cruelly convinced many trans people that they aren't worth loving and that their precious life isn't worth living.

Different extremes in the debate about gender incongruence offer trans people equally unhelpful advice:

One side yells, “Just be normal!” They ignore the reality that trans* people did not choose to experience gender incongruence and that there is no proven combination of counseling or spiritual practices to eliminate gender incongruence.

Then the other side yells, “Transition or suicide!” suggesting that transition is an effective intervention to reduce suicidality and that those who hesitate to bless hormonal and surgical transition are increasing suicidality.

However, available research is inconclusive about the effectiveness of hormonal and surgical transition to reduce suicide risk.

Some scientists, clinicians, and trans advocates argue that hormonal transition is safe + effective, even for minors. But other studies found meaningful health safety concerns related to hormonal transition, particularly if the individual does not display robust gender dysphoria.

Some studies demonstrated that side effects of hormonal transition could include increased risk of blood clots, risk of diabetes, increased risk of cancer, chronic low energy, increased risk of heart attack/stroke, & detrimental changes in blood pressure and cholesterol. Furthermore, prolonged use of cross-sex hormones is known to have irreversible effects such as a deeper voice in females & infertility in both biological sexes. Even greater risks are known for minors who undergo hormonal transition...[con't in comments]",0,"04/07/2023 08:36",https://www.instagram.com/p/CqvXziGOa_N/,"IG carousel",,Lifetime,762,537,1,52,179,
18031933381475017,17841415038692451,pieterlvalk,"Pieter L Valk, LPC","Respecting pronouns/names is hospitality, not theological affirmation

Terminology, pronouns, & names can be an early barrier to friendship with trans* people.

In Equip's new Gender Incongruence Course, we use the term ""gender incongruence"" to mean ""an acute sense that one’s gender does not correspond with the experience typically associated with the person’s biological sex"".

Then we use the term ""transgender/trans*"" as ""a general term for someone who experiences gender incongruence"" without communicating anything about their theological convictions or the extent to which they have transitioned.

For those who experience gender incongruence, their biological pronouns can be a constant reminder of the pain + tension they feel every day. Some experience meaningful relief from that tension when they adopt different pronouns.

Using alternate pronouns (similar to identifying as gay, bi, lesbian, etc.) can mean as little as “I experience gender incongruence” or as much as “I am fundamentally a transgender person and must follow a trans* cultural script to be true to self” (& everything in between).

In conversation with a trans* person using alternate pronouns or a different name, I default to language mirroring as hospitality. I mirror their language out of respect, particularly if they're not a believer or I don't know them well.

To be clear, choosing to respect their preferences isn't an affirmation that they're using the best words + definitions, but is instead an act of hospitality to avoid tension over language & open the door for future conversation.

However, if a trans* Christian friend (with whom I have decades of friendship + mutually holding each other accountable) asks me to use alternate pronouns, I'll likely ask them what that means theologically for them & continue dialogue.

Finally, some claim there is biblical precedent for name change. Is there?

See the link in bio for my answer to that question (+more about the terms Equip uses, what pronouns mean, and why Christians should practice term mirroring)

#genderincongruence #genderdysphoria #trans #transgender#genderethics #lgbtqinchrist #pronouns #transgendersupport #historicgenderethic",0,"04/05/2023 09:17",https://www.instagram.com/p/CqqS4uHOcsT/,"IG carousel",,Lifetime,811,783,7,68,285,3
